stage,subject,domain,node_id,name,status,grade,difficulty,prerequisites,extends,curriculum_points,tree_file
high,english,阅读理解,eng-h-reading-7-choose-5,七选五语篇填空,gap,11,,eng-h-reading-purpose,,语篇类型包括口头和书面语篇以及不同的文体形式，如记叙文、说明文、议论文、应用文、访谈、对话等连续性文本，以及图表、图示、网页、广告、漫画等非连续性文本，为语言学习提供文体素材。；语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。；所有的语言学习活动都应该在一定的主题语境下进行，即学生围绕某一具体的主题语境，基于不同类型的语篇，在解决问题的过程中，运用语言技能获取、梳理、整合语言知识和文化知识，深化对语言的理解，重视对语篇的赏析，比较和探究文化内涵，汲取文化精华。,data/trees/cn/high/english.json
high,english,阅读理解,eng-h-reading-comprehension-advanced,高阶阅读综合,gap,12,,eng-h-reading-7-choose-5|eng-h-advanced-grammar,,学生通过学习理解、应用实践、迁移创新等一系列融语言、文化、思维为一体的活动，获取、阐释和评判语篇意义。；思维品质指思维在逻辑性、批判性、创新性等方面所表现的能力和水平。思维品质的发展有助于提升学生分析和解决问题的能力。；能辨析语言和文化中的具体现象，梳理、概括信息，建构新概念，分析、推断信息的逻辑关系，正确评判各种思想观点，创造性地表达自己的观点。,data/trees/cn/high/english.json
high,english,完形填空,eng-h-cloze-narrative,完形填空（记叙型）,gap,10,,eng-h-vocab-3500,,语篇类型包括口头和书面语篇以及不同的文体形式，如记叙文、说明文、议论文、应用文、访谈、对话等连续性文本。；语言技能分理解性技能和表达性技能，具体包括听、说、读、看、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。；所有的语言学习活动都应该在一定的主题语境下进行，即学生围绕某一具体的主题语境，基于不同类型的语篇，在解决问题的过程中，运用语言技能获取、梳理、整合语言知识和文化知识。,data/trees/cn/high/english.json
high,english,完形填空,eng-h-cloze-comprehensive,完形填空综合,gap,11,,eng-h-cloze-narrative|eng-h-context-vocab,,语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。；所有的语言学习活动都应该在一定的主题语境下进行，即学生围绕某一具体的主题语境，基于不同类型的语篇，在解决问题的过程中，运用语言技能获取、梳理、整合语言知识和文化知识，深化对语言的理解，重视对语篇的赏析。；英语学习活动观是指学生在主题意义引领下，通过学习理解、应用实践、迁移创新等一系列体现综合性、关联性和实践性等特点的英语学习活动，使学生基于已有的知识，依托不同类型的语篇，在分析问题和解决问题的过程中，促进自身语言知识学习、语言技能发展、文化内涵理解、多元思维发展、价值取向判断和学习策略运用。,data/trees/cn/high/english.json
high,english,写作,eng-h-application-letter,应用文写作（书信/邮件）,gap,10,,eng-h-tense-system,,语篇类型包括口头和书面语篇以及不同的文体形式，如记叙文、说明文、议论文、应用文、访谈、对话等连续性文本。；语言技能分理解性技能和表达性技能，具体包括听、说、读、看、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。,data/trees/cn/high/english.json
high,english,写作,eng-h-essay-writing,议论文/记叙文写作,gap,10,,eng-h-application-letter|eng-h-advanced-grammar,,语言能力指在社会情境中，以听、说、读、看、写等方式理解和表达意义的能力。；语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等。；使学生基于已有的知识，依托不同类型的语篇，在分析问题和解决问题的过程中，促进自身语言知识学习、语言技能发展。,data/trees/cn/high/english.json
high,english,写作,eng-h-continuation-writing,读后续写,gap,11,,eng-h-essay-writing|eng-h-attributive-clauses-h,,语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。；尝试运用所学语言创造性地表达个人意图、观点和态度，并通过运用各种学习策略，提高理解和表达的效果。；英语学习活动观是指学生在主题意义引领下，通过学习理解、应用实践、迁移创新等一系列体现综合性、关联性和实践性等特点的英语学习活动。,data/trees/cn/high/english.json
high,english,写作,eng-h-summary-writing,概要写作,gap,12,,eng-h-continuation-writing|eng-h-reading-purpose,,语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。；学生围绕某一具体的主题语境，基于不同类型的语篇，在解决问题的过程中，运用语言技能获取、梳理、整合语言知识和文化知识，深化对语言的理解，重视对语篇的赏析，比较和探究文化内涵，汲取文化精华；同时，尝试运用所学语言创造性地表达个人意图、观点和态度。；语言能力指在社会情境中，以听、说、读、看、写等方式理解和表达意义的能力，以及在学习和使用语言的过程中形成的语言意识和语感。,data/trees/cn/high/english.json
high,english,听力,eng-h-listening-short-h,短对话听力,gap,10,,,,语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。；语言能力指在社会情境中，以听、说、读、看、写等方式理解和表达意义的能力，以及在学习和使用语言的过程中形成的语言意识和语感。；语篇类型包括口头和书面语篇以及不同的文体形式，如记叙文、说明文、议论文、应用文、访谈、对话等连续性文本。,data/trees/cn/high/english.json
high,english,听力,eng-h-listening-long-h,长对话与独白听力,gap,11,,eng-h-listening-short-h|eng-h-adverbial-clauses-h,,语篇类型包括口头和书面语篇以及不同的文体形式，如记叙文、说明文、议论文、应用文、访谈、对话等连续性文本。；语言技能分理解性技能和表达性技能，具体包括听、说、读、看（viewing）、写等，学生基于语篇所开展的学习活动即是基于这些语言技能，理解语篇和对语篇作出回应的活动。,data/trees/cn/high/english.json
high,history,中国古代史,hist-h-ancient-civ,中华文明起源（史前·新石器）,gap,10,,,,通过了解石器时代中国境内有代表性的文化遗存，认识它们与中华文明起源以及私有制、阶级和国家产生的关系。；早期中华文明：通过了解石器时代中国境内有代表性的文化遗存，认识它们与中华文明起源以及私有制、阶级和国家产生的关系。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-early-state,中华文明的起源与早期国家,gap,10,,hist-h-ancient-civ,,通过了解石器时代中国境内有代表性的文化遗存，认识它们与中华文明起源以及私有制、阶级和国家产生的关系。；通过甲骨文、青铜铭文及其他文献记载，了解私有制、阶级和早期国家的特征。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-pre-qin,先秦（夏商周·春秋战国）,gap,10,,hist-h-early-state,,通过了解夏商周的更替，认识中华文明的早期发展特征。；通过了解春秋战国时期的经济发展和政治变动，理解战国变法运动的必然性。；通过了解百家争鸣的局面，认识这一时期的思想繁荣及其对后世的深远影响。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-feudal-system,秦汉统一与中央集权制度,gap,10,,hist-h-pre-qin,,通过了解秦朝的统一业绩和汉朝削藩、开疆拓土、尊崇儒术等举措，认识统一多民族封建国家的建立及巩固在中国历史上的意义。；通过了解秦汉时期的社会矛盾和农民起义，认识秦朝崩溃和两汉衰亡的原因。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-qin-han-empire,秦汉帝国,gap,10,,hist-h-feudal-system,,通过了解秦朝的统一业绩和汉朝削藩、开疆拓土、尊崇儒术等举措，认识统一多民族封建国家的建立及巩固在中国历史上的意义。；通过了解秦汉时期的社会矛盾和农民起义，认识秦朝崩溃和两汉衰亡的原因。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-wei-jin-tang,三国两晋南北朝与隋唐,gap,10,,hist-h-imperial-system,,通过了解三国两晋南北朝政权更迭的历史脉络，隋唐时期封建社会的高度繁荣，认识三国两晋南北朝至隋唐时期的制度变化与创新、民族交融、区域开发和思想文化领域的新成就。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-ancient-economy,古代经济（农业/手工业/商业）,gap,10,,hist-h-song-yuan-ming-qing-h,,通过了解春秋战国时期的经济发展和政治变动，理解战国时期变法运动的必然性。；通过了解明清时期社会经济、思想文化的重要变化；通过了解明清时期封建专制的发展、世界的变化对中国的影响，认识中国社会面临的危机。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-ancient-culture,中国古代思想文化,gap,10,,hist-h-song-yuan-ming-qing-h,,通过了解甲骨文、青铜铭文及其他文献记载，了解私有制、阶级和早期国家的特征。；通过了解春秋战国时期的经济发展和政治变动，理解战国时期变法运动的必然性；了解老子、孔子学说；通过孟子、荀子、庄子等了解“百家争鸣”的局面及其意义。；了解并认同中华优秀传统文化、革命文化、社会主义先进文化，了解中国各个历史时期的英雄人物，传承民族气节、崇尚英雄气概，认识中华文明的历史价值和现实意义。,data/trees/cn/high/history.json
high,history,中国古代史,hist-h-ancient-thought,古代思想文化（儒/道/法/佛）,gap,10,,hist-h-ancient-culture,,通过了解春秋战国时期的经济发展和政治变动，理解战国时期变法运动的必然性；了解老子、孔子学说；通过孟子、荀子、庄子等了解“百家争鸣”的局面及其意义。；了解并认同中华优秀传统文化、革命文化、社会主义先进文化，了解中国各个历史时期的英雄人物，传承民族气节、崇尚英雄气概，认识中华文明的历史价值和现实意义。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-opium-war-h,鸦片战争与近代中国,gap,10,,hist-h-ancient-thought,,认识列强侵华对中国社会的影响，概述晚清时期中国人民反抗外来侵略的斗争事迹，理解其性质和意义；认识社会各阶级为挽救危局所作的努力及存在的局限性。；通过了解明清时期封建专制的发展、世界的变化对中国的影响，认识中国社会面临的危机。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-semi-colonial,半殖民地半封建社会的形成,gap,10,,hist-h-opium-war-h,,认识列强侵华对中国社会的影响，概述晚清时期中国人民反抗外来侵略的斗争事迹，理解其性质和意义；认识社会各阶级为挽救危局所作的努力及存在的局限性。；通过了解鸦片战争、甲午中日战争、八国联军侵华等重大事件，理解近代中国半殖民地半封建社会形成的历史进程。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-reform-revolution-h,戊戌变法与辛亥革命,gap,10,,hist-h-semi-colonial,,认识列强侵华对中国社会的影响，概述晚清时期中国人民反抗外来侵略的斗争事迹，理解其性质和意义；认识社会各阶级为挽救危局所作的努力及存在的局限性。；了解孙中山三民主义的基本内容，理解辛亥革命与中华民国建立对中国结束帝制、建立民国的意义及局限性；了解北洋军阀的统治及特点。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-xinhai-modern,辛亥革命与民国建立,gap,10,,hist-h-reform-revolution-h,,了解孙中山三民主义的基本内容，理解辛亥革命与中华民国建立对中国结束帝制、建立民国的意义及局限性。；了解北洋军阀的统治及特点。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-new-democracy,新民主主义革命,gap,10,,hist-h-xinhai-modern,,认识五四爱国运动的历史意义，认识马克思主义在中国的传播与中国共产党成立对中国革命的深远影响；认识国共合作领导国民革命的历史作用；了解南京国民政府的成立；认识中国共产党开辟革命新道路的意义；认识红军长征的意义。；通过了解全面内战的爆发及人民解放战争的进程，分析国民党政权在大陆统治灭亡的原因，探讨中国共产党领导人民取得中国革命胜利的原因和意义。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-prc-establishment,中华人民共和国成立,gap,11,,hist-h-new-democracy,,认识中华人民共和国成立的伟大意义；概述新中国巩固人民政权的主要举措；认识新中国为民主政治建设和向社会主义过渡所作出的努力。；了解20世纪50—70年代中国探索社会主义建设道路的曲折发展和伟大成就，认识“文化大革命”的错误及教训；理解政治、经济、外交、国防等领域所取得的成就在新中国历史上所具有的开创性、奠基性意义。,data/trees/cn/high/history.json
high,history,中国近现代史,hist-h-reform-opening,改革开放,gap,11,,hist-h-prc-establishment,,认识真理标准问题讨论和党的十一届三中全会的历史意义；认识改革开放以来中国在各个领域取得的成就、综合国力及国际影响力的不断提高。；认识邓小平理论对建设中国特色社会主义的重要指导意义；认识中国特色社会主义进入新时代的重大意义，认清我国发展新的历史方位。,data/trees/cn/high/history.json
high,history,世界古代中世纪史,hist-h-medieval-h,中古时期（欧洲/亚洲/非洲美洲）,gap,11,,hist-h-classical-civ,,本课程以通史的叙事框架，展示中国历史和世界历史发展的基本过程。；马克思主义根据人类社会生产力与生产关系基本矛盾的不同性质，把人类历史发展分为原始社会、奴隶社会、封建社会、资本主义社会和共产主义社会几种社会形态。；展现人类发展进程中丰富的历史文化遗产，以及人类社会从古至今、从分散到整体、社会形态从低级到高级的发展历程。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-age-of-exploration,新航路开辟与殖民扩张,gap,11,,hist-h-medieval-h,,本课程以马克思主义为指导，通过对中外重大历史事件、历史人物和历史现象的叙述，展现人类发展进程中丰富的历史文化遗产，以及人类社会从古至今、从分散到整体、社会形态从低级到高级的发展历程。；了解世界历史发展的多样性，理解和尊重世界各国各地区的文化传统，拓宽国际视野，形成开放的世界意识。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-enlightenment,文艺复兴、宗教改革与启蒙运动,gap,11,,hist-h-age-of-exploration,,本课程以马克思主义为指导，通过对中外重大历史事件、历史人物和历史现象的叙述，展现人类发展进程中丰富的历史文化遗产，以及人类社会从古至今、从分散到整体、社会形态从低级到高级的发展历程。；马克思主义根据人类社会生产力与生产关系基本矛盾的不同性质，把人类历史发展分为原始社会、奴隶社会、封建社会、资本主义社会和共产主义社会几种社会形态。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-bourgeois-revolution,资产阶级革命与资本主义制度确立,gap,11,,hist-h-enlightenment,,了解英国资产阶级革命、美国独立战争和法国大革命的历史背景与过程，理解资产阶级革命的共同特征与差异。；认识资本主义制度确立的历史意义，理解君主立宪制与民主共和制的基本特征。；了解资本主义制度在世界范围内的扩展，认识其对人类社会发展的深远影响。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-marxism-russian,马克思主义与俄国革命,gap,11,,hist-h-industrial-rev-h,,马克思主义根据人类社会生产力与生产关系基本矛盾的不同性质，把人类历史发展分为原始社会、奴隶社会、封建社会、资本主义社会和共产主义社会几种社会形态。；认识五四爱国运动的历史意义，认识马克思主义在中国的传播与中国共产党成立对中国革命的深远影响。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-colonialism-liberation,世界殖民体系与亚非拉民族独立运动,gap,11,,hist-h-marxism-russian,,了解西方列强对亚非拉地区的殖民扩张，认识世界殖民体系的形成过程及其对殖民地半殖民地社会的影响。；了解拉丁美洲独立运动、亚洲觉醒和非洲抗争的基本史实，认识亚非拉民族独立运动的历史意义。；认识殖民体系的形成与瓦解是世界历史发展的重要线索之一。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-two-world-wars,两次世界大战,gap,12,,hist-h-colonialism-liberation,,了解第一次世界大战爆发的背景与帝国主义国家间的矛盾，理解战争对世界格局的深远影响和凡尔赛—华盛顿体系的形成。；了解日本军国主义的侵华罪行；通过了解正面战场和敌后战场的抗战，认识中国战场是世界反法西斯战争的东方主战场，理解十四年抗战胜利在中华民族伟大复兴中的历史意义。；了解雅尔塔体系与战后国际秩序的重建，理解联合国成立等机制对维护战后和平的意义。,data/trees/cn/high/history.json
high,history,世界近现代史,hist-h-globalization-h,全球化与多极化,gap,12,,hist-h-cold-war-h,,了解世界历史发展的多样性，理解和尊重世界各国、各民族的文化传统，具有广阔的国际视野，树立正确的文化观。；通过中外历史上重要的事件、人物和现象，展现人类社会从古至今、从分散到整体、从低级到高级的发展历程。；拓宽国际视野，形成开放的世界意识。,data/trees/cn/high/history.json
high,history,专题史（选择性必修）,hist-h-political-system-evolution,中外政治制度演变,gap,11,,hist-h-song-yuan-ming-qing-h,,历史选择性必修课程是学生根据个人兴趣、升学需求而选择修习的课程，设《国家制度与社会治理》《经济与社会生活》和《文化交流与传播》三个模块。；选择性必修课程采取专题史方式，旨在让学生从多角度进一步了解人类历史的发展。；《国家制度与社会治理》模块由若干学习专题构成，在各专题下的具体内容依照时序进行表述，呈现中外历史多方面的重要内容，引领学生从政治、经济与社会生活、文化等不同视角深入认识历史。,data/trees/cn/high/history.json
high,history,专题史（选择性必修）,hist-h-economic-history,经济史与社会生活,gap,11,,hist-h-industrial-rev-h,,历史选择性必修课程是学生根据个人兴趣、升学需求而选择修习的课程，设《国家制度与社会治理》《经济与社会生活》和《文化交流与传播》三个模块。；选择性必修课程和选修课程采取专题史方式，旨在让学生从多角度进一步了解人类历史的发展。；《经济与社会生活》模块由若干学习专题构成，在各专题下的具体内容依照时序进行表述，呈现中外历史多方面的重要内容，引领学生从经济与社会生活视角深入认识历史。,data/trees/cn/high/history.json
high,history,专题史（选择性必修）,hist-h-cultural-thought-history,文化史与思想史,gap,12,,hist-h-ancient-culture|hist-h-enlightenment,,通过了解春秋战国时期的经济发展和政治变动，理解战国时期变法运动的必然性；了解老子、孔子学说；通过孟子、荀子、庄子等了解“百家争鸣”的局面及其意义。；通过了解三国两晋南北朝政权更迭的历史脉络，隋唐时期封建社会的高度繁荣，认识三国两晋南北朝至隋唐时期的制度变化与创新、民族交融、区域开发和思想文化领域的新成就。；了解明清时期社会经济、思想文化的重要变化；通过了解明清时期封建专制的发展、世界的变化对中国的影响，认识中国社会面临的危机。,data/trees/cn/high/history.json
high,history,专题史（选择性必修）,hist-h-ideological-liberation,思想解放潮流,gap,12,,hist-h-enlightenment,,概述新文化运动的主要内容，探讨其对近代中国思想解放的影响。；认识五四爱国运动的历史意义，认识马克思主义在中国的传播与中国共产党成立对中国革命的深远影响。；认识真理标准问题讨论和党的十一届三中全会的历史意义。,data/trees/cn/high/history.json
high,history,专题史（选择性必修）,hist-h-reform-comparison,中外改革比较,gap,12,,hist-h-reform-opening,,高中12年级学段目标：理解并掌握「中外改革比较」的基本概念与方法；学业要求：能在真实情境中识别、运用「中外改革比较」解决问题；活动建议：通过观察、实验、练习、讨论等方式深化对「中外改革比较」的理解,data/trees/cn/high/history.json
high,info-tech,算法,it-h-recursion,递归与分治,gap,11,,it-h-algorithm-concept|it-h-sorting-searching,,从生活实例出发，概述算法的概念与特征，运用恰当的描述方法和控制结构表示简单算法。；掌握一种程序设计语言的基本知识，使用程序设计语言实现简单算法。；依据解决问题的需要，设计和表示简单算法；掌握一种程序设计语言的基本知识，利用程序设计语言实现简单算法，解决实际问题。,data/trees/cn/high/info-tech.json
high,info-tech,网络与信息安全,it-h-network-basics,计算机网络基础（TCP/IP）,gap,10,,it-h-programming-basics,,观察日常生活中的信息系统，理解计算机网络在信息系统中的作用，通过组建小型无线网络，了解常见网络设备的功能，知道接入方式、带宽等因素对信息系统的影响。；通过组建小型无线网络，了解常见网络设备的功能，知道接入方式、带宽等因素对信息系统的影响。,data/trees/cn/high/info-tech.json
high,info-tech,网络与信息安全,it-h-internet-applications,互联网应用（HTTP/Web/邮件）,gap,10,,it-h-network-basics,,观察日常生活中的信息系统，理解计算机网络在信息系统中的作用，通过组建小型无线网络，了解常见网络设备的功能，知道接入方式、带宽等因素对信息系统的影响。；通过分析典型的信息系统，知道信息系统的组成与功能，理解计算机、移动终端在信息系统中的作用，描述计算机和移动终端的基本工作原理。；探讨信息技术对社会发展、科技进步以及人们生活、工作与学习的影响，描述信息社会的特征，了解信息技术的发展趋势。,data/trees/cn/high/info-tech.json
high,info-tech,网络与信息安全,it-h-information-security,信息安全与隐私保护,gap,10,,it-h-internet-applications,,2.5 通过分析信息系统应用实例，了解信息系统安全的基本方法和措施，认识信息安全的重要性。；具备信息社会责任的学生，具有一定的信息安全意识与能力，能够遵守信息法律法规，信守信息社会的道德与伦理准则。；理解信息安全对当今社会的影响，能安全、守法地应用信息系统。,data/trees/cn/high/info-tech.json
high,math,函数,math-h-functions-advanced,函数综合性质,gap,10,,math-h-logarithmic-function|math-h-power-function,,内容包括：函数概念与性质、幂函数、指数函数、对数函数、三角函数、函数应用。；高中数学课程内容突出函数、几何与代数、概率与统计、数学建模活动与数学探究活动四条主线。；用函数理解方程和不等式是数学的基本思想方法。本单元的学习，可以帮助学生用一元二次函数认识一元二次方程和一元二次不等式。,data/trees/cn/high/math.json
high,math,三角函数,math-h-trigonometric-functions,三角函数综合应用,gap,10,,math-h-trig-graphs,,内容包括：函数概念与性质、幂函数、指数函数、对数函数、三角函数、函数应用。；三角函数是必修课程主题二“函数”中的一个单元。,data/trees/cn/high/math.json
high,math,三角函数,math-h-trigonometry-solution,解三角形,gap,11,,math-h-law-of-sines-cosines,,必修课程包括五个主题，分别是预备知识、函数、几何与代数、概率与统计、数学建模活动与数学探究活动。；三角函数是描述周期现象的重要数学模型，在数学和其他领域中都有广泛的应用。；通过三角函数的学习，学生能理解三角函数是刻画现实世界周期变化现象的数学模型。,data/trees/cn/high/math.json
high,math,解析几何,math-h-analytic-geometry,解析几何综合,gap,11,,math-h-circle-equation,,高中数学课程内容突出函数、几何与代数、概率与统计、数学建模活动与数学探究活动四条主线，它们贯穿必修、选择性必修和选修课程。；直观想象是指借助几何直观和空间想象感知事物的形态与变化，利用空间形式特别是图形，理解和解决数学问题的素养。；几何与代数主题包括平面向量及其应用、复数、立体几何初步等内容。,data/trees/cn/high/math.json
middle,english,语音与拼写,eng-m-ipa-transcription,国际音标（IPA）,gap,7,,,,音标是初中阶段需要学习的语音知识内容。要帮助学生学习和掌握音标，借助音标准确读出和记忆单词，为学生开展自主学习奠定基础。；就语音知识而言，要让学生学会根据重音、意群、语调与节奏等语音方面的变化，感知说话人表达的不同意义...并进行模仿、练习和内化，学会运用语音知识更好地表达自己的意图和态度。,data/trees/cn/middle/english.json
middle,english,词汇与语块,eng-m-word-formation-en,构词法（前缀/后缀/合成）,gap,8,,eng-m-curriculum-vocabulary,,指导学生借助构词法知识和词典、词表等工具学习词语，大胆使用新的词块自主表达意义、解决新问题。；尽量以词块的形式呈现生词，引导学生关注词语的搭配和固定的表达方式，并在围绕主题意义建构结构化知识的过程中，提炼词语的搭配和固定表达方式，构建词汇语义网，积累词块，扩大词汇量。；能借助基本的构词法知识推测语篇中生词的含义，辅助理解语篇内容。,data/trees/cn/middle/english.json
middle,english,词汇与语块,eng-m-theme-vocabulary,主题词汇（校园/家庭/社会/自然）,gap,8,,eng-m-curriculum-vocabulary,,尽量以词块的形式呈现生词，引导学生关注词语的搭配和固定的表达方式，并在围绕主题意义建构结构化知识的过程中，提炼词语的搭配和固定表达方式，构建词汇语义网，积累词块，扩大词汇量。；指导学生借助构词法知识和词典、词表等工具学习词语，大胆使用新的词块自主表达意义、解决新问题。；引导学生围绕主题使用思维导图梳理词汇。,data/trees/cn/middle/english.json
middle,english,词汇与语块,eng-m-phrasal-verbs,动词短语,gap,9,,eng-m-word-formation-en|eng-m-theme-vocabulary,,尽量以词块的形式呈现生词，引导学生关注词语的搭配和固定的表达方式，并在围绕主题意义建构结构化知识的过程中，提炼词语的搭配和固定表达方式，构建词汇语义网，积累词块，扩大词汇量。；指导学生借助构词法知识和词典、词表等工具学习词语，大胆使用新的词块自主表达意义、解决新问题。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-nouns-articles,名词、代词与冠词,gap,7,,eng-m-curriculum-vocabulary,,就语法知识而言，要帮助学生建立以语言运用为导向的“形式—意义—使用”语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-tenses-present,一般现在时与现在进行时,gap,7,,eng-m-nouns-articles,,就语法知识而言，要帮助学生建立以语言运用为导向的“形式—意义—使用”语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-tenses-past,一般过去时与过去进行时,gap,7,,eng-m-tenses-present,,就语法知识而言，要帮助学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；引导学生根据正式或非正式场合，选择得体的方式进行沟通与交流。；能选用正确的词语、句式和时态，通过口语或书面语篇描述、介绍人和事物，表达个人看法，表意清晰，话语基本通顺。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-tenses-future,一般将来时与过去将来时,gap,8,,eng-m-tenses-present,,就语法知识而言，要帮助学生建立以语言运用为导向的‘形式—意义—使用’语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-modal-verbs,情态动词（can/may/must/should）,gap,8,,eng-m-tenses-present,,就语法知识而言，要帮助学生建立以语言运用为导向的‘形式—意义—使用’语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-tenses-perfect,现在完成时与过去完成时,gap,8,,eng-m-tenses-past|eng-m-tenses-future,,就语法知识而言，要帮助学生建立以语言运用为导向的“形式—意义—使用”语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-passive-voice,被动语态,gap,8,,eng-m-tenses-perfect|eng-m-modal-verbs,,就语法知识而言，要帮助学生建立以语言运用为导向的“形式—意义—使用”语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-sentence-patterns,基本句型与复合句,gap,8,,eng-m-tenses-perfect,,就语法知识而言，要帮助学生建立以语言运用为导向的‘形式—意义—使用’语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
middle,english,语法与句法,eng-m-object-clause,宾语从句,gap,8,,eng-m-sentence-patterns,,就语法知识而言，要帮助学生建立以语言运用为导向的“形式—意义—使用”语法观，引导学生在理解主题意义的基础上，认识到语法形式的选择取决于具体语境。；重视在语境中呈现新的语法知识，指导学生在语境中观察和归纳所学语法的使用场合、表达形式、基本意义、使用规则和语用功能。；根据学生的实际需求，选择和设计既有层次又强调整合的不同类型的练习和活动，巩固所学语法知识，引导学生在语境中学会应用语法知识准确地理解他人和得体地表达自己。,data/trees/cn/middle/english.json
